corpus,llm,llm_dir,threat_model,seed,document_idx,exemplar_length,accuracy@1,accuracy@5,true_class_confidence,entropy,bertscore,pinc,sample_id,binary_acc1,binary_acc5
ebg,gemma-2,gemma-2-9b-it,logreg,95617,0,938,0,0,1.0101217032717786e-11,0.0010038300096483997,0.6736675500869751,0.7857825512428365,482,0,0
ebg,gemma-2,gemma-2-9b-it,logreg,95617,1,1484,0,0,5.533369110070421e-09,0.0010033249511965264,0.6736675500869751,0.7857825512428365,80,0,0
ebg,gemma-2,gemma-2-9b-it,logreg,95617,2,349,0,1,0.0005444238436247689,0.09518665232947647,0.6736675500869751,0.7857825512428365,392,0,1
ebg,gemma-2,gemma-2-9b-it,logreg,95617,3,2009,0,0,0.000675664305572391,1.2984754730827655,0.6736675500869751,0.7857825512428365,108,0,0
ebg,gemma-2,gemma-2-9b-it,logreg,95617,4,779,0,1,0.0028004472226662333,0.9922454110004514,0.6736675500869751,0.7857825512428365,100,0,1
ebg,gemma-2,gemma-2-9b-it,logreg,95617,5,1326,0,1,0.018488460471547733,1.1013225838332381,0.6736675500869751,0.7857825512428365,330,0,1
ebg,gemma-2,gemma-2-9b-it,logreg,95617,6,1530,0,0,0.00014978047684721576,1.5824180398261043,0.6736675500869751,0.7857825512428365,155,0,0
ebg,gemma-2,gemma-2-9b-it,logreg,95617,7,455,1,1,0.9966381726416004,0.04045705009222407,0.6736675500869751,0.7857825512428365,379,1,1
ebg,gemma-2,gemma-2-9b-it,logreg,95617,8,2056,0,1,0.14720235990929656,2.4866569669631464,0.6736675500869751,0.7857825512428365,233,0,1
ebg,gemma-2,gemma-2-9b-it,logreg,95617,9,311,1,1,0.2927558016151187,2.6683986563741096,0.6736675500869751,0.7857825512428365,295,1,1
ebg,gemma-2,gemma-2-9b-it,logreg,95617,10,1444,0,0,1.468630825693266e-06,0.11662140821848858,0.6736675500869751,0.7857825512428365,27,0,0
ebg,gemma-2,gemma-2-9b-it,logreg,95617,11,284,0,0,7.595068372486242e-05,1.5061966384843686,0.6736675500869751,0.7857825512428365,256,0,0
ebg,gemma-2,gemma-2-9b-it,logreg,95617,12,390,0,0,4.830108225666602e-05,0.19772319630761087,0.6736675500869751,0.7857825512428365,277,0,0
ebg,gemma-2,gemma-2-9b-it,logreg,95617,13,2296,0,0,4.4505202029531735e-09,0.11085267388035504,0.6736675500869751,0.7857825512428365,480,0,0
ebg,gemma-2,gemma-2-9b-it,logreg,95617,14,545,0,1,0.126039914263149,4.07703907929016,0.6736675500869751,0.7857825512428365,223,0,1
ebg,gemma-2,gemma-2-9b-it,logreg,95617,15,1826,0,1,1.9659066626925655e-07,0.000971813924552556,0.6736675500869751,0.7857825512428365,364,0,1
ebg,gemma-2,gemma-2-9b-it,logreg,95617,16,2629,0,1,0.008634174212089602,1.1594425653006646,0.6736675500869751,0.7857825512428365,400,0,1
ebg,gemma-2,gemma-2-9b-it,logreg,95617,17,231,0,1,0.0858741954612529,3.8470922833068024,0.6736675500869751,0.7857825512428365,186,0,1
ebg,gemma-2,gemma-2-9b-it,logreg,95617,18,1644,0,1,0.009138600040363948,1.1558407412779406,0.6736675500869751,0.7857825512428365,313,0,1
ebg,gemma-2,gemma-2-9b-it,logreg,95617,19,539,0,0,0.002222143874601953,1.1844366504903463,0.6736675500869751,0.7857825512428365,463,0,0
ebg,gemma-2,gemma-2-9b-it,logreg,95617,20,1542,0,0,1.495500050821967e-08,0.1206690538531592,0.6736675500869751,0.7857825512428365,243,0,0
ebg,gemma-2,gemma-2-9b-it,logreg,95617,21,1070,0,1,0.12159109299384689,2.1474451404356727,0.6736675500869751,0.7857825512428365,456,0,1
ebg,gemma-2,gemma-2-9b-it,logreg,95617,22,924,0,1,0.09558213510437094,4.187811408159553,0.6736675500869751,0.7857825512428365,231,0,1
ebg,gemma-2,gemma-2-9b-it,logreg,95617,23,1934,1,1,0.48930735727884617,1.462433726400801,0.6736675500869751,0.7857825512428365,246,1,1
ebg,gemma-2,gemma-2-9b-it,logreg,95617,24,623,0,0,1.7215200430906753e-08,0.9934000789778683,0.6736675500869751,0.7857825512428365,474,0,0
ebg,gemma-2,gemma-2-9b-it,logreg,95617,25,1467,0,0,0.0027733303798663797,2.149619716262185,0.6736675500869751,0.7857825512428365,372,0,0
ebg,gemma-2,gemma-2-9b-it,logreg,95617,26,230,0,0,5.559370276212054e-07,0.5173977576514651,0.6736675500869751,0.7857825512428365,228,0,0
ebg,gemma-2,gemma-2-9b-it,logreg,95617,27,1067,0,0,0.001284948076951529,3.979564919132259,0.6736675500869751,0.7857825512428365,338,0,0
ebg,gemma-2,gemma-2-9b-it,logreg,95617,28,2065,0,1,0.02463173863099184,2.3534640665711613,0.6736675500869751,0.7857825512428365,270,0,1
ebg,gemma-2,gemma-2-9b-it,logreg,95617,29,2244,0,0,1.1965935729124002e-10,0.0008771803420346909,0.6736675500869751,0.7857825512428365,59,0,0
ebg,gemma-2,gemma-2-9b-it,logreg,95617,30,1644,0,1,0.21667571444842873,1.3761632989770907,0.6736675500869751,0.7857825512428365,313,0,1
ebg,gemma-2,gemma-2-9b-it,logreg,95617,31,709,0,0,0.00035392127981032757,0.11335976015585204,0.6736675500869751,0.7857825512428365,370,0,0
ebg,gemma-2,gemma-2-9b-it,logreg,95617,32,1975,0,0,0.012132940197721582,2.6631117974111262,0.6736675500869751,0.7857825512428365,301,0,0
ebg,gemma-2,gemma-2-9b-it,logreg,95617,33,418,0,0,0.0002024290683275691,1.8386272719128431,0.6736675500869751,0.7857825512428365,458,0,0
