corpus,llm,llm_dir,threat_model,seed,document_idx,exemplar_length,binary_acc1,binary_acc5,true_class_confidence,entropy,bertscore,pinc,sample_id
ebg,gemma-2,gemma-2-9b-it,logreg,95617,0,938,0,0,1.0101217032717786e-11,0.0001715925646454871,0.6293598413467407,0.8900990299153686,482
ebg,gemma-2,gemma-2-9b-it,logreg,95617,1,1484,0,0,5.533369110070421e-09,0.00021975111055183978,0.5794908404350281,0.8754323122529644,80
ebg,gemma-2,gemma-2-9b-it,logreg,95617,2,349,0,1,0.0005444238436247689,0.0947584017806706,0.5877324342727661,0.7796026363385837,392
ebg,gemma-2,gemma-2-9b-it,logreg,95617,3,2009,0,0,0.000675664305572391,1.2984754730827655,0.7075416445732117,0.7899468702072886,108
ebg,gemma-2,gemma-2-9b-it,logreg,95617,4,779,0,1,0.0028004472226662333,0.9922454110004514,0.7197802662849426,0.7808103160572809,100
ebg,gemma-2,gemma-2-9b-it,logreg,95617,5,1326,0,1,0.018488460471547733,1.1012342268191477,0.6160387992858887,0.8576043209663899,330
ebg,gemma-2,gemma-2-9b-it,logreg,95617,6,1530,0,0,0.00014978047684721576,1.5824157229962919,0.5975453853607178,0.8872351716282999,155
ebg,gemma-2,gemma-2-9b-it,logreg,95617,7,455,1,1,0.9966381726416004,0.040362006431026214,0.6274396181106567,0.8005968161433382,379
ebg,gemma-2,gemma-2-9b-it,logreg,95617,8,2056,0,1,0.14720235990929656,2.4866569669631464,0.7219505310058594,0.7594987338594059,233
ebg,gemma-2,gemma-2-9b-it,logreg,95617,9,311,1,1,0.2927558016151187,2.6683986563741096,0.7749605178833008,0.7038269810676191,295
ebg,gemma-2,gemma-2-9b-it,logreg,95617,10,1444,0,0,1.468630825693266e-06,0.11642712485684346,0.6850669980049133,0.8307995921226528,27
ebg,gemma-2,gemma-2-9b-it,logreg,95617,11,284,0,0,7.595068372486242e-05,1.5061966384843686,0.6159343123435974,0.8139202124311185,256
ebg,gemma-2,gemma-2-9b-it,logreg,95617,12,390,0,0,4.830108225666602e-05,0.19771890678601203,0.6447464823722839,0.813765973670027,277
ebg,gemma-2,gemma-2-9b-it,logreg,95617,13,2296,0,0,4.4505202029531735e-09,0.11002281342956784,0.5929337739944458,0.9056194354677365,480
ebg,gemma-2,gemma-2-9b-it,logreg,95617,14,545,0,1,0.126039914263149,4.07703907929016,0.8105757832527161,0.6258729378843519,223
ebg,gemma-2,gemma-2-9b-it,logreg,95617,15,1826,0,1,1.9659066626925655e-07,0.0001479352420025451,0.6808169484138489,0.7116829958790367,364
ebg,gemma-2,gemma-2-9b-it,logreg,95617,16,2629,0,1,0.008634174212089602,1.159438985449881,0.8207658529281616,0.628402054019314,400
ebg,gemma-2,gemma-2-9b-it,logreg,95617,17,231,0,1,0.0858741954612529,3.8470922833068024,0.693680465221405,0.779112615374939,186
ebg,gemma-2,gemma-2-9b-it,logreg,95617,18,1644,0,1,0.009138600040363948,1.1557842323354917,0.5773561000823975,0.8359298890764408,313
ebg,gemma-2,gemma-2-9b-it,logreg,95617,19,539,0,0,0.002222143874601953,1.1844366504903463,0.723911702632904,0.779576089716558,463
ebg,gemma-2,gemma-2-9b-it,logreg,95617,20,1542,0,0,1.495500050821967e-08,0.11989180215390026,0.6283883452415466,0.8538127659400743,243
ebg,gemma-2,gemma-2-9b-it,logreg,95617,21,1070,0,1,0.12159109299384689,2.1474451404356727,0.7533142566680908,0.6988549510114263,456
ebg,gemma-2,gemma-2-9b-it,logreg,95617,22,924,0,1,0.09558213510437094,4.187811408159553,0.7441774010658264,0.6853252455604955,231
ebg,gemma-2,gemma-2-9b-it,logreg,95617,23,1934,1,1,0.48930735727884617,1.462433726400801,0.7818492650985718,0.6904212822596093,246
