corpus,llm,llm_dir,threat_model,seed,document_idx,exemplar_length,accuracy@1,accuracy@5,true_class_confidence,entropy,bertscore,pinc,sample_id,binary_acc1,binary_acc5
rj,ministral,ministral-8b-instruct-2410,logreg,101089,0,1030,1,1,0.9999886867422593,0.0005214594458813184,0.7555018067359924,0.6501901907423682,399,1,1
rj,ministral,ministral-8b-instruct-2410,logreg,101089,1,1167,0,0,0.0003752609725001664,1.1367030386351453,0.7555018067359924,0.6501901907423682,148,0,0
rj,ministral,ministral-8b-instruct-2410,logreg,101089,2,1326,0,0,9.982926598028388e-07,0.22423474208476615,0.7555018067359924,0.6501901907423682,330,0,0
rj,ministral,ministral-8b-instruct-2410,logreg,101089,3,311,0,1,0.03753883949628757,2.2282271845162382,0.7555018067359924,0.6501901907423682,295,0,1
rj,ministral,ministral-8b-instruct-2410,logreg,101089,4,1492,0,0,5.5772122628753886e-05,0.11895577790010588,0.7555018067359924,0.6501901907423682,29,0,0
rj,ministral,ministral-8b-instruct-2410,logreg,101089,5,1692,0,0,0.00010737250130581667,0.9229067350159822,0.7555018067359924,0.6501901907423682,240,0,0
rj,ministral,ministral-8b-instruct-2410,logreg,101089,6,230,0,0,5.0088384254923574e-11,0.014017448715516573,0.7555018067359924,0.6501901907423682,228,0,0
rj,ministral,ministral-8b-instruct-2410,logreg,101089,7,1084,0,0,2.7318859602105884e-06,0.008731080966887626,0.7555018067359924,0.6501901907423682,375,0,0
rj,ministral,ministral-8b-instruct-2410,logreg,101089,8,2231,0,1,0.35402617475138587,1.6426391734178831,0.7555018067359924,0.6501901907423682,365,0,1
rj,ministral,ministral-8b-instruct-2410,logreg,101089,9,955,0,0,0.0001542556216951568,0.037833134065800654,0.7555018067359924,0.6501901907423682,431,0,0
rj,ministral,ministral-8b-instruct-2410,logreg,101089,10,500,0,1,0.035472517288928994,1.2150153946885247,0.7555018067359924,0.6501901907423682,485,0,1
rj,ministral,ministral-8b-instruct-2410,logreg,101089,11,1651,0,0,2.9345882984189344e-07,0.641167447065316,0.7555018067359924,0.6501901907423682,306,0,0
rj,ministral,ministral-8b-instruct-2410,logreg,101089,12,1828,0,0,0.00895225438697277,1.5847011709358947,0.7555018067359924,0.6501901907423682,253,0,0
rj,ministral,ministral-8b-instruct-2410,logreg,101089,13,240,0,0,5.288096943204229e-10,0.00040018335656743603,0.7555018067359924,0.6501901907423682,91,0,0
rj,ministral,ministral-8b-instruct-2410,logreg,101089,14,2585,1,1,0.9080185622076992,0.5709899936742452,0.7555018067359924,0.6501901907423682,197,1,1
rj,ministral,ministral-8b-instruct-2410,logreg,101089,15,344,0,1,0.007593725405011711,0.43172091575099975,0.7555018067359924,0.6501901907423682,1,0,1
rj,ministral,ministral-8b-instruct-2410,logreg,101089,16,1097,0,0,0.00286428329754544,2.832742760601769,0.7555018067359924,0.6501901907423682,15,0,0
rj,ministral,ministral-8b-instruct-2410,logreg,101089,17,1415,0,1,0.3090186021561124,1.7634974095023512,0.7555018067359924,0.6501901907423682,187,0,1
rj,ministral,ministral-8b-instruct-2410,logreg,101089,18,731,0,1,0.35392587636612755,0.9688607466176268,0.7555018067359924,0.6501901907423682,440,0,1
rj,ministral,ministral-8b-instruct-2410,logreg,101089,19,781,0,0,8.976262818948948e-11,0.0004798072119782742,0.7555018067359924,0.6501901907423682,300,0,0
rj,ministral,ministral-8b-instruct-2410,logreg,101089,20,1641,0,0,2.3472393287211257e-05,0.6780723959839365,0.7555018067359924,0.6501901907423682,445,0,0
rj,ministral,ministral-8b-instruct-2410,logreg,95617,0,938,0,1,1.626233348548221e-05,0.00497981135214231,0.7559775114059448,0.6452881410958471,482,0,1
rj,ministral,ministral-8b-instruct-2410,logreg,95617,1,1484,0,0,2.5358993772484504e-10,0.0004690360359823039,0.7559775114059448,0.6452881410958471,80,0,0
rj,ministral,ministral-8b-instruct-2410,logreg,95617,2,349,0,0,8.089870271389324e-05,1.3473853313298156,0.7559775114059448,0.6452881410958471,392,0,0
rj,ministral,ministral-8b-instruct-2410,logreg,95617,3,2009,0,0,1.3921598828544078e-05,0.032526086137242796,0.7559775114059448,0.6452881410958471,108,0,0
rj,ministral,ministral-8b-instruct-2410,logreg,95617,4,779,0,1,6.549851470884883e-06,0.0014522769806135068,0.7559775114059448,0.6452881410958471,100,0,1
rj,ministral,ministral-8b-instruct-2410,logreg,95617,5,1326,0,0,4.3645679759879695e-08,0.0011394943150128069,0.7559775114059448,0.6452881410958471,330,0,0
rj,ministral,ministral-8b-instruct-2410,logreg,95617,6,1530,0,0,1.6447118646238453e-13,0.09450661084056074,0.7559775114059448,0.6452881410958471,155,0,0
rj,ministral,ministral-8b-instruct-2410,logreg,95617,7,455,0,0,6.593293169353396e-06,0.00874524413006905,0.7559775114059448,0.6452881410958471,379,0,0
rj,ministral,ministral-8b-instruct-2410,logreg,95617,8,2056,1,1,0.9999840461464498,0.000604544953640259,0.7559775114059448,0.6452881410958471,233,1,1
rj,ministral,ministral-8b-instruct-2410,logreg,95617,9,311,0,1,9.39860099932767e-05,0.02808554945205052,0.7559775114059448,0.6452881410958471,295,0,1
rj,ministral,ministral-8b-instruct-2410,logreg,95617,10,1444,0,1,5.029820025800233e-06,0.001529446251542899,0.7559775114059448,0.6452881410958471,27,0,1
rj,ministral,ministral-8b-instruct-2410,logreg,95617,11,284,0,0,0.0006962710711742634,1.9844043013978183,0.7559775114059448,0.6452881410958471,256,0,0
rj,ministral,ministral-8b-instruct-2410,logreg,95617,12,390,0,1,0.15094760036428684,2.362863609316208,0.7559775114059448,0.6452881410958471,277,0,1
rj,ministral,ministral-8b-instruct-2410,logreg,95617,13,2296,0,1,0.07472931218031488,2.195947669506484,0.7559775114059448,0.6452881410958471,480,0,1
rj,ministral,ministral-8b-instruct-2410,logreg,95617,14,545,0,1,0.42455968314919373,1.5958501413917807,0.7559775114059448,0.6452881410958471,223,0,1
rj,ministral,ministral-8b-instruct-2410,logreg,95617,15,1826,0,0,0.005345543139219303,1.687641958688956,0.7559775114059448,0.6452881410958471,364,0,0
rj,ministral,ministral-8b-instruct-2410,logreg,95617,16,2629,0,0,1.3006470374349351e-05,0.9491024036926682,0.7559775114059448,0.6452881410958471,400,0,0
rj,ministral,ministral-8b-instruct-2410,logreg,95617,17,231,1,1,0.708310575199129,1.6579095184531116,0.7559775114059448,0.6452881410958471,186,1,1
rj,ministral,ministral-8b-instruct-2410,logreg,95617,18,1644,0,1,0.04248234365520027,0.2591202852146572,0.7559775114059448,0.6452881410958471,313,0,1
rj,ministral,ministral-8b-instruct-2410,logreg,95617,19,539,0,0,6.29093413454828e-06,0.010618573996643574,0.7559775114059448,0.6452881410958471,463,0,0
