corpus,llm,llm_dir,threat_model,seed,document_idx,exemplar_length,accuracy@1,accuracy@5,true_class_confidence,entropy,bertscore,pinc,sample_id,binary_acc1,binary_acc5
rj,gemma-2,gemma-2-9b-it,svm,93187,14,1619,0,1,0.025347570562709913,0.9801600053463706,0.7385802865028381,0.7180824672534871,236,0,1
rj,gemma-2,gemma-2-9b-it,svm,93187,15,1068,0,1,2.3669144219183373e-06,0.0005951883755597351,0.7385802865028381,0.7180824672534871,468,0,1
rj,gemma-2,gemma-2-9b-it,svm,93187,16,1588,0,0,6.199182420822745e-06,2.330304705960686,0.7385802865028381,0.7180824672534871,420,0,0
rj,gemma-2,gemma-2-9b-it,svm,93187,17,1960,0,0,0.0008432648760178085,1.3298825215617947,0.7385802865028381,0.7180824672534871,92,0,0
rj,gemma-2,gemma-2-9b-it,svm,93187,18,2629,0,1,3.706810952030074e-05,0.0017481283927432139,0.7385802865028381,0.7180824672534871,400,0,1
rj,gemma-2,gemma-2-9b-it,svm,93187,19,272,0,0,1.4502617419448172e-07,0.15933071382816968,0.7385802865028381,0.7180824672534871,42,0,0
rj,gemma-2,gemma-2-9b-it,svm,93187,20,578,0,0,2.083213575528366e-05,1.181115837137325,0.7385802865028381,0.7180824672534871,423,0,0
rj,gemma-2,gemma-2-9b-it,svm,101089,0,1030,0,1,0.47478116383147995,1.0253557012627603,0.7410281300544739,0.7217815239516718,399,0,1
rj,gemma-2,gemma-2-9b-it,svm,101089,1,1167,0,0,5.7842922779529905e-05,0.2591954772285737,0.7410281300544739,0.7217815239516718,148,0,0
rj,gemma-2,gemma-2-9b-it,svm,101089,2,1326,0,0,2.4276051660511117e-05,0.05007246558458376,0.7410281300544739,0.7217815239516718,330,0,0
rj,gemma-2,gemma-2-9b-it,svm,101089,3,311,0,1,0.09764804694159636,2.74799384106805,0.7410281300544739,0.7217815239516718,295,0,1
rj,gemma-2,gemma-2-9b-it,svm,101089,4,1492,0,0,0.037052125360640606,2.7401099300201044,0.7410281300544739,0.7217815239516718,29,0,0
rj,gemma-2,gemma-2-9b-it,svm,101089,5,1692,0,0,9.470297609348453e-09,0.0015529855763658361,0.7410281300544739,0.7217815239516718,240,0,0
rj,gemma-2,gemma-2-9b-it,svm,101089,6,230,0,0,8.768141745652533e-09,0.011545948592834084,0.7410281300544739,0.7217815239516718,228,0,0
rj,gemma-2,gemma-2-9b-it,svm,101089,7,1084,0,0,4.6318844997803175e-06,0.033128997811201086,0.7410281300544739,0.7217815239516718,375,0,0
rj,gemma-2,gemma-2-9b-it,svm,101089,8,2231,1,1,0.6838837852214804,1.5739650489153503,0.7410281300544739,0.7217815239516718,365,1,1
rj,gemma-2,gemma-2-9b-it,svm,101089,9,955,0,0,1.461781502342002e-08,0.5701016441241196,0.7410281300544739,0.7217815239516718,431,0,0
rj,gemma-2,gemma-2-9b-it,svm,101089,10,500,0,1,9.2243301890696e-05,0.048987539794461875,0.7410281300544739,0.7217815239516718,485,0,1
rj,gemma-2,gemma-2-9b-it,svm,101089,11,1651,0,0,6.243934778787959e-08,0.35247186387017426,0.7410281300544739,0.7217815239516718,306,0,0
rj,gemma-2,gemma-2-9b-it,svm,101089,12,1828,0,0,2.272452096849151e-06,0.023623603540231033,0.7410281300544739,0.7217815239516718,253,0,0
rj,gemma-2,gemma-2-9b-it,svm,101089,13,240,0,0,5.486272263096252e-07,0.5510931610305421,0.7410281300544739,0.7217815239516718,91,0,0
rj,gemma-2,gemma-2-9b-it,svm,101089,14,2585,0,1,0.0031628224951522465,0.11214231956665847,0.7410281300544739,0.7217815239516718,197,0,1
rj,gemma-2,gemma-2-9b-it,svm,101089,15,344,0,1,9.596664286642512e-07,0.002311046522851029,0.7410281300544739,0.7217815239516718,1,0,1
rj,gemma-2,gemma-2-9b-it,svm,101089,16,1097,0,0,6.556709626274372e-06,1.036955329167008,0.7410281300544739,0.7217815239516718,15,0,0
rj,gemma-2,gemma-2-9b-it,svm,101089,17,1415,0,1,0.0394455160278015,1.9362708625340306,0.7410281300544739,0.7217815239516718,187,0,1
rj,gemma-2,gemma-2-9b-it,svm,101089,18,731,0,1,0.09878087256645583,0.4703505230635514,0.7410281300544739,0.7217815239516718,440,0,1
rj,gemma-2,gemma-2-9b-it,svm,101089,19,781,0,0,1.3542922862477665e-13,0.000712715894709046,0.7410281300544739,0.7217815239516718,300,0,0
rj,gemma-2,gemma-2-9b-it,svm,101089,20,1641,0,0,1.5173263420337245e-05,0.929088426686977,0.7410281300544739,0.7217815239516718,445,0,0
rj,gemma-2,gemma-2-9b-it,svm,98473,0,1444,0,1,0.04556857594264131,0.2679072217705012,0.7425371408462524,0.7277549493594682,27,0,1
rj,gemma-2,gemma-2-9b-it,svm,98473,1,1525,0,0,0.003959861633492601,0.7332889031006844,0.7425371408462524,0.7277549493594682,312,0,0
rj,gemma-2,gemma-2-9b-it,svm,98473,2,395,0,0,2.8458208373840642e-06,0.5007836224729232,0.7425371408462524,0.7277549493594682,271,0,0
rj,gemma-2,gemma-2-9b-it,svm,98473,3,1278,0,0,0.001610074658579557,1.6314826627477312,0.7425371408462524,0.7277549493594682,191,0,0
rj,gemma-2,gemma-2-9b-it,svm,98473,4,1866,0,1,0.002727212157736533,1.632473547237829,0.7425371408462524,0.7277549493594682,75,0,1
rj,gemma-2,gemma-2-9b-it,svm,98473,5,1787,0,0,4.842210706463824e-08,0.0022970755128487175,0.7425371408462524,0.7277549493594682,176,0,0
rj,gemma-2,gemma-2-9b-it,svm,98473,6,436,0,0,1.3355404153817115e-06,0.049657988399268084,0.7425371408462524,0.7277549493594682,50,0,0
rj,gemma-2,gemma-2-9b-it,svm,98473,7,229,0,0,7.275308797093754e-06,0.14041231407351137,0.7425371408462524,0.7277549493594682,413,0,0
rj,gemma-2,gemma-2-9b-it,svm,98473,8,473,1,1,0.9958978625705949,0.04691758008648702,0.7425371408462524,0.7277549493594682,206,1,1
rj,gemma-2,gemma-2-9b-it,svm,98473,9,1604,0,0,8.251777017289124e-10,0.009178366379554149,0.7425371408462524,0.7277549493594682,426,0,0
rj,gemma-2,gemma-2-9b-it,svm,98473,10,2372,0,1,0.02307059634327647,0.6477769813754001,0.7425371408462524,0.7277549493594682,469,0,1
rj,gemma-2,gemma-2-9b-it,svm,98473,11,2124,0,0,6.094462057167142e-07,0.0766770412130949,0.7425371408462524,0.7277549493594682,26,0,0
rj,gemma-2,gemma-2-9b-it,svm,98473,12,548,0,0,7.731150289895432e-05,0.9645309787940383,0.7425371408462524,0.7277549493594682,45,0,0
rj,gemma-2,gemma-2-9b-it,svm,98473,13,2660,0,0,6.903326135605488e-07,0.1751300169327615,0.7425371408462524,0.7277549493594682,159,0,0
rj,gemma-2,gemma-2-9b-it,svm,98473,14,906,0,1,0.010619332386879883,0.8562167704132156,0.7425371408462524,0.7277549493594682,385,0,1
rj,gemma-2,gemma-2-9b-it,svm,98473,15,554,0,0,2.555549841110181e-06,0.041517102076042,0.7425371408462524,0.7277549493594682,88,0,0
rj,gemma-2,gemma-2-9b-it,svm,98473,16,390,0,0,2.461200011699857e-07,1.0082761086243062,0.7425371408462524,0.7277549493594682,13,0,0
rj,gemma-2,gemma-2-9b-it,svm,98473,17,2168,0,1,9.090432646861771e-09,0.0003987374259138058,0.7425371408462524,0.7277549493594682,56,0,1
rj,gemma-2,gemma-2-9b-it,svm,98473,18,2228,0,1,0.0004118629720784241,0.005604843704208487,0.7425371408462524,0.7277549493594682,154,0,1
rj,gemma-2,gemma-2-9b-it,svm,98473,19,426,0,0,1.5424604605764427e-10,0.005708496083738895,0.7425371408462524,0.7277549493594682,356,0,0
rj,gemma-2,gemma-2-9b-it,svm,98473,20,430,0,0,2.4833234937831222e-09,0.11140106838111068,0.7425371408462524,0.7277549493594682,288,0,0
rj,gemma-2,gemma-2-9b-it,svm,103387,0,2198,0,0,0.0004996572306166469,0.5326987357233144,0.7405185103416443,0.7239293389887549,475,0,0
rj,gemma-2,gemma-2-9b-it,svm,103387,1,1524,0,0,2.8811509600064193e-06,0.4906177413896353,0.7405185103416443,0.7239293389887549,205,0,0
rj,gemma-2,gemma-2-9b-it,svm,103387,2,2132,0,0,1.275108826090722e-06,0.0073436550038918835,0.7405185103416443,0.7239293389887549,171,0,0
rj,gemma-2,gemma-2-9b-it,svm,103387,3,346,0,0,3.585411192748491e-08,0.0019615008839384044,0.7405185103416443,0.7239293389887549,180,0,0
rj,gemma-2,gemma-2-9b-it,svm,103387,4,805,0,0,0.0012595462309158475,0.44006297356367463,0.7405185103416443,0.7239293389887549,443,0,0
rj,gemma-2,gemma-2-9b-it,svm,103387,5,481,0,0,5.454091112979506e-06,0.417300328182041,0.7405185103416443,0.7239293389887549,238,0,0
rj,gemma-2,gemma-2-9b-it,svm,103387,6,832,0,0,2.297877375515191e-06,0.11105334321735166,0.7405185103416443,0.7239293389887549,90,0,0
rj,gemma-2,gemma-2-9b-it,svm,103387,7,1296,0,0,4.586893329797036e-07,0.00812971353843325,0.7405185103416443,0.7239293389887549,393,0,0
rj,gemma-2,gemma-2-9b-it,svm,103387,8,898,0,1,0.25878060742435827,1.972878322503269,0.7405185103416443,0.7239293389887549,340,0,1
rj,gemma-2,gemma-2-9b-it,svm,103387,9,1017,0,0,0.00014632730934296162,0.3104065059936901,0.7405185103416443,0.7239293389887549,274,0,0
rj,gemma-2,gemma-2-9b-it,svm,103387,10,1828,0,1,1.1027860438602388e-06,0.06626327272890754,0.7405185103416443,0.7239293389887549,253,0,1
rj,gemma-2,gemma-2-9b-it,svm,103387,11,300,0,0,6.626369545206598e-05,0.8593196570517372,0.7405185103416443,0.7239293389887549,22,0,0
rj,gemma-2,gemma-2-9b-it,svm,103387,12,2072,0,1,0.00014718682944567216,0.005400751171221075,0.7405185103416443,0.7239293389887549,129,0,1
rj,gemma-2,gemma-2-9b-it,svm,103387,13,1664,0,0,4.329543592812322e-07,0.3301835640591034,0.7405185103416443,0.7239293389887549,19,0,0
rj,gemma-2,gemma-2-9b-it,svm,103387,14,1733,0,1,0.31983638097383216,1.0629704992344264,0.7405185103416443,0.7239293389887549,247,0,1
rj,gemma-2,gemma-2-9b-it,svm,103387,15,436,0,0,0.0010444163539663623,0.7738967433511841,0.7405185103416443,0.7239293389887549,50,0,0
rj,gemma-2,gemma-2-9b-it,svm,103387,16,2132,0,0,0.0002253248144351409,1.2267717760431698,0.7405185103416443,0.7239293389887549,171,0,0
rj,gemma-2,gemma-2-9b-it,svm,103387,17,691,0,0,6.220223028422353e-05,0.3407485081929179,0.7405185103416443,0.7239293389887549,215,0,0
rj,gemma-2,gemma-2-9b-it,svm,103387,18,1484,1,1,0.9995228930437944,0.006484544729496876,0.7405185103416443,0.7239293389887549,80,1,1
rj,gemma-2,gemma-2-9b-it,svm,103387,19,422,0,0,1.437752074220726e-09,0.009443434117257173,0.7405185103416443,0.7239293389887549,304,0,0
rj,gemma-2,gemma-2-9b-it,svm,103387,20,981,0,0,0.0005345869076976953,1.6827479727611414,0.7405185103416443,0.7239293389887549,61,0,0
rj,gemma-2,gemma-2-9b-it,svm,95617,0,938,0,0,1.3671812199106666e-05,0.33521850603791414,0.7375662922859192,0.731178246460446,482,0,0
rj,gemma-2,gemma-2-9b-it,svm,95617,1,1484,0,0,4.971275032407102e-07,0.6410939844308461,0.7375662922859192,0.731178246460446,80,0,0
rj,gemma-2,gemma-2-9b-it,svm,95617,2,349,0,0,8.91707729196578e-07,0.07026964146271504,0.7375662922859192,0.731178246460446,392,0,0
rj,gemma-2,gemma-2-9b-it,svm,95617,3,2009,0,0,1.429478084368228e-06,0.7936723238239721,0.7375662922859192,0.731178246460446,108,0,0
rj,gemma-2,gemma-2-9b-it,svm,95617,4,779,0,0,7.570758396679285e-06,0.007749975131986966,0.7375662922859192,0.731178246460446,100,0,0
rj,gemma-2,gemma-2-9b-it,svm,95617,5,1326,0,0,6.3695926879681995e-06,0.18444304466249228,0.7375662922859192,0.731178246460446,330,0,0
rj,gemma-2,gemma-2-9b-it,svm,95617,6,1530,0,0,7.58485433016338e-07,0.32060243086638285,0.7375662922859192,0.731178246460446,155,0,0
rj,gemma-2,gemma-2-9b-it,svm,95617,7,455,0,1,6.675747939401233e-08,0.0006886950200119841,0.7375662922859192,0.731178246460446,379,0,1
