corpus,llm,llm_dir,threat_model,seed,document_idx,exemplar_length,accuracy@1,accuracy@5,true_class_confidence,entropy,bertscore,pinc,sample_id,binary_acc1,binary_acc5
rj,claude-3.5,claude-3-5-sonnet-20241022,roberta,95617,0,938,0.09523809523809523,0.38095238095238093,0.10067618638277054,1.1827517747879028,0.6572915315628052,0.8291869758256674,482,0,1
rj,claude-3.5,claude-3-5-sonnet-20241022,roberta,95617,1,1484,0.09523809523809523,0.38095238095238093,0.10067618638277054,1.1827517747879028,0.6572915315628052,0.8291869758256674,80,0,0
rj,claude-3.5,claude-3-5-sonnet-20241022,roberta,95617,2,349,0.09523809523809523,0.38095238095238093,0.10067618638277054,1.1827517747879028,0.6572915315628052,0.8291869758256674,392,0,0
rj,claude-3.5,claude-3-5-sonnet-20241022,roberta,95617,3,2009,0.09523809523809523,0.38095238095238093,0.10067618638277054,1.1827517747879028,0.6572915315628052,0.8291869758256674,108,0,0
rj,claude-3.5,claude-3-5-sonnet-20241022,roberta,95617,4,779,0.09523809523809523,0.38095238095238093,0.10067618638277054,1.1827517747879028,0.6572915315628052,0.8291869758256674,100,0,0
rj,claude-3.5,claude-3-5-sonnet-20241022,roberta,95617,5,1326,0.09523809523809523,0.38095238095238093,0.10067618638277054,1.1827517747879028,0.6572915315628052,0.8291869758256674,330,0,0
rj,claude-3.5,claude-3-5-sonnet-20241022,roberta,95617,6,1530,0.09523809523809523,0.38095238095238093,0.10067618638277054,1.1827517747879028,0.6572915315628052,0.8291869758256674,155,0,0
rj,claude-3.5,claude-3-5-sonnet-20241022,roberta,95617,7,455,0.09523809523809523,0.38095238095238093,0.10067618638277054,1.1827517747879028,0.6572915315628052,0.8291869758256674,379,0,0
rj,claude-3.5,claude-3-5-sonnet-20241022,roberta,95617,8,2056,0.09523809523809523,0.38095238095238093,0.10067618638277054,1.1827517747879028,0.6572915315628052,0.8291869758256674,233,0,1
rj,claude-3.5,claude-3-5-sonnet-20241022,roberta,95617,9,311,0.09523809523809523,0.38095238095238093,0.10067618638277054,1.1827517747879028,0.6572915315628052,0.8291869758256674,295,0,0
rj,claude-3.5,claude-3-5-sonnet-20241022,roberta,95617,10,1444,0.09523809523809523,0.38095238095238093,0.10067618638277054,1.1827517747879028,0.6572915315628052,0.8291869758256674,27,0,1
rj,claude-3.5,claude-3-5-sonnet-20241022,roberta,95617,11,284,0.09523809523809523,0.38095238095238093,0.10067618638277054,1.1827517747879028,0.6572915315628052,0.8291869758256674,256,0,0
rj,claude-3.5,claude-3-5-sonnet-20241022,roberta,95617,12,390,0.09523809523809523,0.38095238095238093,0.10067618638277054,1.1827517747879028,0.6572915315628052,0.8291869758256674,277,0,1
