Corpus,Threat Model,LLM,Metric,Higher is Better,Slope,Slope Std,Slope HDI Lower,Slope HDI Upper,ROPE,Conclusion
EBG,logreg,ministral,binary_acc1,False,0.16656572732569405,0.16507214274955526,-0.1799132613561591,0.4689754015252905,0.016507214274955526,Inconclusive
EBG,logreg,ministral,binary_acc5,False,0.16422732874206167,0.14369201602283174,-0.11414287757273797,0.45230707052745706,0.014369201602283175,Inconclusive
EBG,logreg,ministral,true_class_confidence,False,0.08992785066334998,0.08750898722677347,-0.08073430309705376,0.26294941155247503,0.008750898722677347,Inconclusive
EBG,logreg,ministral,entropy,True,0.08988054546606798,0.08006185472239111,-0.06728943613460012,0.24742829773734146,0.008006185472239111,Inconclusive
EBG,logreg,ministral,bertscore,True,0.014917493631457557,0.03147596126373445,-0.045931974285872146,0.07598598255348571,0.003147596126373445,Inconclusive
EBG,logreg,ministral,pinc,True,-0.01943830442686434,0.04000280322616902,-0.0999764864233833,0.05732793574378822,0.004000280322616902,Inconclusive
EBG,svm,ministral,binary_acc1,False,0.16861271630052124,0.16324638669936012,-0.15655021882311293,0.4794511359116451,0.016324638669936012,Inconclusive
EBG,svm,ministral,binary_acc5,False,0.167125077444834,0.14148312451811196,-0.10085397251897055,0.4553779164072295,0.014148312451811196,Inconclusive
EBG,svm,ministral,true_class_confidence,False,0.0877669551980215,0.08677230708767592,-0.07264475365361649,0.261946052505692,0.008677230708767593,Inconclusive
EBG,svm,ministral,entropy,True,0.09204606656129366,0.08124209426533514,-0.07199362885241656,0.2442895492241713,0.008124209426533515,Inconclusive
EBG,svm,ministral,bertscore,True,0.01483744736996597,0.03150221100856804,-0.04752390816124,0.0754221694696953,0.0031502211008568037,Inconclusive
EBG,svm,ministral,pinc,True,-0.019934744735970737,0.040629366766695506,-0.09911674436447543,0.06026673742202965,0.004062936676669551,Inconclusive
EBG,roberta,ministral,binary_acc1,False,0.17232715722482905,0.16522752231198834,-0.14079773196664777,0.5094891057655692,0.016522752231198836,Inconclusive
